8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,20,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
8,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,50,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
7,../tests/queen6.txt,<class 'GraphAdjMatrix.GraphAdjMatrix'>,100,0.5,0.5,0.2,100,False,True,1,False
